cardnumber,surname,firstname,branchcode,categorycode,dateofbirth,email,phone,address,city,zipcode,userid,sex
LIB000394,Fox,Aria,CPL,PT,1961-04-15,afox1@example.com,07742594370,192 Elm Close,Nottingham,NG1 1AA,afox1,F
LIB000395,Fox,Sofia,CPL,PT,1983-04-22,sfox1@example.com,07737902406,147 High Street,Leeds,LS1 1BA,sfox1,F
LIB000396,Phillips,Jack,CPL,PT,1977-05-16,jphillips2@example.com,07729425692,53 Orchard Way,Glasgow,G1 1AA,jphillips2,M
LIB000397,Smith,Elizabeth,CPL,PT,1951-11-19,esmith1@example.com,07772979628,118 Station Road,Sheffield,S1 1AA,esmith1,F
LIB000398,Allen,Aria,CPL,PT,1950-10-18,aallen3@example.com,07734370833,198 High Street,Manchester,M1 2AB,aallen3,F
LIB000399,Allen,James,CPL,PT,1951-05-20,jallen@example.com,07719262046,177 Elm Close,Leicester,LE1 1AA,jallen,M
LIB000400,Davies,Ava,CPL,PT,1960-01-14,adavies@example.com,07740641762,94 Elm Close,Bristol,BS1 1AA,adavies,F
LIB000401,Ward,Victoria,CPL,PT,1953-03-21,vward@example.com,07730702652,70 Elm Close,Coventry,CV1 1AA,vward,F
LIB000402,Morris,Aria,CPL,PT,1984-11-01,amorris1@example.com,07741049604,57 Orchard Way,Cardiff,CF1 1AA,amorris1,F
LIB000403,Edwards,Benjamin,CPL,PT,1953-03-15,bedwards@example.com,07792440527,45 The Avenue,Liverpool,L1 1AA,bedwards,M
LIB000404,Walker,Ryan,CPL,PT,1985-04-14,rwalker@example.com,07716030172,190 Castle Road,Leicester,LE1 1AA,rwalker,M
LIB000405,Roberts,Ava,CPL,PT,2001-11-18,aroberts2@example.com,07717883650,164 Castle Road,Sheffield,S1 1AA,aroberts2,F
LIB000406,Cooper,William,CPL,PT,1951-12-18,wcooper@example.com,07706487656,58 Green Lane,Manchester,M1 2AB,wcooper,M
LIB000407,Rice,Ethan,CPL,PT,1952-12-18,erice2@example.com,07790845009,76 School Lane,Bristol,BS1 1AA,erice2,M
LIB000408,Ward,Jackson,CPL,PT,1968-08-09,jward3@example.com,07773706443,187 Mill Lane,Bradford,BD1 1AA,jward3,M
LIB000409,Thomas,Scarlett,CPL,PT,1968-06-03,sthomas1@example.com,07718151421,104 Manor Way,Bristol,BS1 1AA,sthomas1,F
LIB000410,Fox,Sofia,CPL,PT,1998-07-18,sfox2@example.com,07733217757,87 Mill Lane,Glasgow,G1 1AA,sfox2,F
LIB000411,Roberts,Emma,CPL,PT,1983-09-24,eroberts1@example.com,07747693164,26 Brook Street,Liverpool,L1 1AA,eroberts1,F
LIB000412,Wright,Alexander,CPL,PT,1969-02-23,awright2@example.com,07732184737,63 High Street,Belfast,BT1 1AA,awright2,M
LIB000413,Murray,Daniel,CPL,PT,1983-05-10,dmurray@example.com,07761755898,102 High Street,Birmingham,B1 1BB,dmurray,M
LIB000414,Baker,Emily,CPL,PT,1980-06-18,ebaker@example.com,07772268583,169 Victoria Road,Glasgow,G1 1AA,ebaker,F
LIB000415,Baker,Jacob,CPL,PT,1986-07-10,jbaker@example.com,07757799334,7 Victoria Road,Liverpool,L1 1AA,jbaker,M
LIB000416,Moore,Mason,CPL,PT,1953-07-20,mmoore1@example.com,07706199081,127 High Street,Glasgow,G1 1AA,mmoore1,M
LIB000417,Green,Ethan,CPL,PT,1956-04-18,egreen2@example.com,07767093711,24 Brook Street,Manchester,M1 2AB,egreen2,M
LIB000418,Thomas,Harper,CPL,PT,1983-02-11,hthomas1@example.com,07754451218,196 Church Lane,Birmingham,B1 1BB,hthomas1,F
LIB000419,Thomas,Sofia,CPL,PT,2000-10-21,sthomas2@example.com,07761791096,164 Castle Road,Coventry,CV1 1AA,sthomas2,F
LIB000420,Ward,Elizabeth,CPL,PT,1979-06-09,eward1@example.com,07768131456,50 Station Road,Bradford,BD1 1AA,eward1,F
LIB000421,Morgan,Harper,CPL,PT,1996-06-20,hmorgan2@example.com,07707179041,111 Church Lane,Nottingham,NG1 1AA,hmorgan2,F
LIB000422,Wilson,Amelia,CPL,PT,1977-09-08,awilson2@example.com,07781743391,137 Brook Street,Bristol,BS1 1AA,awilson2,F
LIB000423,Morris,Emma,CPL,PT,1971-09-15,emorris1@example.com,07753923185,92 Church Lane,Bradford,BD1 1AA,emorris1,F
LIB000424,Moore,Owen,CPL,PT,1973-07-01,omoore@example.com,07713390162,68 Mill Lane,Nottingham,NG1 1AA,omoore,M
LIB000425,Evans,Mia,CPL,PT,2000-01-06,mevans@example.com,07770846741,49 Mill Lane,Birmingham,B1 1BB,mevans,F
LIB000426,Wood,Abigail,CPL,PT,1965-11-27,awood@example.com,07735265604,43 Church Lane,Nottingham,NG1 1AA,awood,F
LIB000427,Fleming,Ryan,CPL,PT,1961-01-18,rfleming@example.com,07703271126,130 Elm Close,Glasgow,G1 1AA,rfleming,M
LIB000428,Green,Aiden,CPL,PT,1976-01-17,agreen4@example.com,07713673256,88 Victoria Road,Glasgow,G1 1AA,agreen4,M
LIB000429,Phillips,James,CPL,PT,1983-10-18,jphillips3@example.com,07756152712,45 Park Road,Liverpool,L1 1AA,jphillips3,M
LIB000430,Roberts,Ava,CPL,PT,1977-06-24,aroberts3@example.com,07750139981,162 Elm Close,London,EC1A 1BB,aroberts3,F
LIB000431,Johnson,Samuel,CPL,PT,1967-10-27,sjohnson1@example.com,07741666577,102 Brook Street,Nottingham,NG1 1AA,sjohnson1,M
LIB000432,Davies,Owen,CPL,PT,1982-10-16,odavies1@example.com,07760335955,138 Elm Close,Coventry,CV1 1AA,odavies1,M
LIB000433,Wood,Ethan,CPL,PT,1981-11-03,ewood2@example.com,07792372667,39 Station Road,Sheffield,S1 1AA,ewood2,M
LIB000434,Ward,Jacob,CPL,PT,1969-08-13,jward4@example.com,07751446573,112 Oak Drive,Bradford,BD1 1AA,jward4,M
LIB000435,Turner,Jack,CPL,PT,1955-11-08,jturner1@example.com,07771320513,64 Manor Way,Birmingham,B1 1BB,jturner1,M
LIB000436,Parker,Victoria,CPL,PT,1972-01-08,vparker@example.com,07761131025,85 Oak Drive,Nottingham,NG1 1AA,vparker,F
LIB000437,Watson,Isabella,CPL,PT,1970-08-21,iwatson@example.com,07776196049,116 Castle Road,Nottingham,NG1 1AA,iwatson,F
LIB000438,Baker,Ryan,CPL,PT,1988-02-14,rbaker@example.com,07753489074,148 Station Road,Manchester,M1 2AB,rbaker,M
LIB000439,Gray,Madison,CPL,PT,1977-02-15,mgray2@example.com,07771440840,173 Manor Way,Leicester,LE1 1AA,mgray2,F
LIB000440,Evans,Mia,CPL,PT,1984-10-26,mevans1@example.com,07723781253,132 Elm Close,Glasgow,G1 1AA,mevans1,F
LIB000441,Evans,Victoria,CPL,PT,1969-09-25,vevans1@example.com,07763215222,72 Church Lane,Coventry,CV1 1AA,vevans1,F
LIB000442,Smith,Oliver,CPL,PT,1950-05-17,osmith@example.com,07751705031,148 School Lane,Sheffield,S1 1AA,osmith,M
LIB000443,Williams,Olivia,CPL,PT,1979-09-27,owilliams@example.com,07792213766,164 Castle Road,Manchester,M1 2AB,owilliams,F
LIB000444,Edwards,Charlotte,CPL,PT,1987-07-19,cedwards@example.com,07774672422,26 Victoria Road,Glasgow,G1 1AA,cedwards,F
LIB000445,Brown,Charlotte,CPL,PT,2002-10-13,cbrown@example.com,07787398704,119 Victoria Road,Bradford,BD1 1AA,cbrown,F
LIB000446,Wood,Harper,CPL,PT,2003-03-18,hwood@example.com,07765037552,128 Orchard Way,Birmingham,B1 1BB,hwood,F
LIB000447,Campbell,Emily,CPL,PT,1951-12-09,ecampbell1@example.com,07740336715,107 Manor Way,London,EC1A 1BB,ecampbell1,F
LIB000448,Clarke,Lucas,CPL,PT,1992-01-28,lclarke@example.com,07769655711,141 Oak Drive,Bradford,BD1 1AA,lclarke,M
LIB000449,Powell,Ethan,CPL,PT,1980-11-25,epowell@example.com,07742928944,148 Mill Lane,Bradford,BD1 1AA,epowell,M
LIB000450,Phillips,Charlotte,CPL,PT,1982-11-12,cphillips@example.com,07700949447,8 Orchard Way,London,EC1A 1BB,cphillips,F
LIB000451,Evans,Mason,CPL,PT,1964-11-28,mevans2@example.com,07715515708,14 The Avenue,Sheffield,S1 1AA,mevans2,M
LIB000452,Parker,Aria,CPL,PT,1959-10-24,aparker1@example.com,07790182226,43 School Lane,Manchester,M1 2AB,aparker1,F
LIB000453,Young,Ethan,CPL,PT,1991-11-05,eyoung2@example.com,07757426430,140 Victoria Road,Coventry,CV1 1AA,eyoung2,M
LIB000454,White,Mason,CPL,PT,2000-11-09,mwhite@example.com,07726961676,153 School Lane,Bristol,BS1 1AA,mwhite,M
LIB000455,Robinson,Logan,CPL,PT,1969-02-02,lrobinson@example.com,07722795310,169 The Avenue,Belfast,BT1 1AA,lrobinson,M
LIB000456,Clarke,Ava,CPL,PT,1973-08-13,aclarke2@example.com,07708958831,161 Brook Street,Manchester,M1 2AB,aclarke2,F
LIB000457,Rice,Harper,CPL,PT,1978-12-08,hrice@example.com,07760748576,154 Oak Drive,Leeds,LS1 1BA,hrice,F
LIB000458,Wright,William,CPL,PT,1972-04-11,wwright@example.com,07765264695,157 Orchard Way,Leeds,LS1 1BA,wwright,M
LIB000459,Evans,Evelyn,CPL,PT,1981-04-01,eevans@example.com,07768897838,161 High Street,Cardiff,CF1 1AA,eevans,F
LIB000460,Morris,Benjamin,CPL,PT,1965-04-11,bmorris2@example.com,07780783001,18 Elm Close,Manchester,M1 2AB,bmorris2,M
LIB000461,Thompson,Evelyn,CPL,PT,2005-08-19,ethompson3@example.com,07758594950,80 Church Lane,Bradford,BD1 1AA,ethompson3,F
LIB000462,Wood,Logan,CPL,PT,2000-01-05,lwood@example.com,07749331662,117 Mill Lane,Glasgow,G1 1AA,lwood,M
LIB000463,Wood,Ava,CPL,PT,1990-05-05,awood1@example.com,07765738315,154 Oak Drive,Birmingham,B1 1BB,awood1,F
LIB000464,Wright,Alexander,CPL,PT,1991-05-19,awright3@example.com,07768504904,116 Brook Street,Glasgow,G1 1AA,awright3,M
LIB000465,Wilson,Isabella,CPL,PT,1988-05-19,iwilson@example.com,07708448595,15 Oak Drive,Birmingham,B1 1BB,iwilson,F
LIB000466,Watson,Jacob,CPL,PT,1995-06-09,jwatson1@example.com,07750598686,75 School Lane,Manchester,M1 2AB,jwatson1,M
LIB000467,Jones,Owen,CPL,PT,1977-06-05,ojones2@example.com,07704818546,1 Oak Drive,Birmingham,B1 1BB,ojones2,M
LIB000468,Walker,Alice,CPL,PT,1983-12-11,awalker@example.com,07772665003,37 Mill Lane,Liverpool,L1 1AA,awalker,F
LIB000469,Fox,Jack,CPL,PT,1955-10-14,jfox@example.com,07716551919,79 The Avenue,Coventry,CV1 1AA,jfox,M
LIB000470,Morgan,Henry,CPL,PT,1960-02-12,hmorgan3@example.com,07703783962,52 Elm Close,Bradford,BD1 1AA,hmorgan3,M
LIB000471,Brown,Victoria,CPL,PT,1956-01-21,vbrown1@example.com,07726877700,109 Church Lane,Sheffield,S1 1AA,vbrown1,F
LIB000472,Watson,Aria,CPL,PT,2005-11-02,awatson@example.com,07796292371,102 Park Road,Glasgow,G1 1AA,awatson,F
LIB000473,Robinson,Oliver,CPL,PT,1988-11-16,orobinson3@example.com,07796966481,134 High Street,Nottingham,NG1 1AA,orobinson3,M
LIB000474,Hall,Elizabeth,CPL,PT,1996-11-11,ehall3@example.com,07703750234,158 High Street,Glasgow,G1 1AA,ehall3,F
LIB000475,Moore,William,CPL,PT,1967-08-11,wmoore@example.com,07735530173,6 Elm Close,Edinburgh,EH1 1AA,wmoore,M
LIB000476,Watson,Aria,CPL,PT,1953-10-07,awatson1@example.com,07756178508,10 Station Road,Sheffield,S1 1AA,awatson1,F
LIB000477,Thompson,Sophia,CPL,PT,1954-02-06,sthompson1@example.com,07730829536,190 School Lane,Liverpool,L1 1AA,sthompson1,F
LIB000478,Morris,Alexander,CPL,PT,1992-04-02,amorris2@example.com,07789823843,45 Park Road,Belfast,BT1 1AA,amorris2,M
LIB000479,Ward,Olivia,CPL,PT,2000-12-06,oward1@example.com,07732492615,182 School Lane,Belfast,BT1 1AA,oward1,F
LIB000480,Edwards,James,CPL,PT,1989-07-03,jedwards1@example.com,07734339662,39 Mill Lane,Nottingham,NG1 1AA,jedwards1,M
LIB000481,Shaw,Abigail,CPL,PT,1970-09-20,ashaw@example.com,07771554479,11 Church Lane,Glasgow,G1 1AA,ashaw,F
LIB000482,Allen,Olivia,CPL,PT,1982-05-23,oallen@example.com,07751321621,13 Elm Close,Leicester,LE1 1AA,oallen,F
LIB000483,Brown,Lucas,CPL,PT,1956-07-21,lbrown1@example.com,07775302448,180 Orchard Way,Nottingham,NG1 1AA,lbrown1,M
LIB000484,Campbell,Sophia,CPL,PT,1978-03-17,scampbell@example.com,07784490801,70 Oak Drive,Cardiff,CF1 1AA,scampbell,F
LIB000485,White,Sophia,CPL,PT,1952-10-15,swhite1@example.com,07772203055,185 Mill Lane,Cardiff,CF1 1AA,swhite1,F
LIB000486,Bryant,Bob,CPL,PT,1963-01-27,bbryant@example.com,07771434613,37 Orchard Way,London,EC1A 1BB,bbryant,M
LIB000487,Thompson,Jackson,CPL,PT,1994-05-15,jthompson@example.com,07705592566,117 Church Lane,Coventry,CV1 1AA,jthompson,M
LIB000488,Martin,Alexander,CPL,PT,2003-09-11,amartin1@example.com,07761292904,122 Castle Road,Nottingham,NG1 1AA,amartin1,M
LIB000489,Ward,Bob,CPL,PT,1987-01-03,bward2@example.com,07765956336,17 Station Road,Bradford,BD1 1AA,bward2,M
LIB000490,Evans,Jack,CPL,PT,1962-06-15,jevans@example.com,07793839007,189 Victoria Road,Sheffield,S1 1AA,jevans,M
LIB000491,Turner,James,CPL,PT,1988-05-28,jturner2@example.com,07711056086,183 High Street,Coventry,CV1 1AA,jturner2,M
LIB000492,Bryant,Mason,CPL,PT,1994-07-24,mbryant@example.com,07799652385,133 Mill Lane,Cardiff,CF1 1AA,mbryant,M
LIB000493,Morgan,Mason,CPL,PT,1985-07-27,mmorgan1@example.com,07712811460,116 Park Road,Leeds,LS1 1BA,mmorgan1,M
LIB000494,Powell,Emily,CPL,PT,1971-02-22,epowell1@example.com,07744804618,195 Park Road,Bradford,BD1 1AA,epowell1,F
LIB000495,Taylor,Ava,CPL,PT,1964-07-17,ataylor@example.com,07797776114,92 Mill Lane,Sheffield,S1 1AA,ataylor,F
LIB000496,Phillips,Ryan,CPL,PT,1972-02-26,rphillips1@example.com,07720665865,34 Castle Road,Liverpool,L1 1AA,rphillips1,M
LIB000497,Walker,Olivia,CPL,PT,1959-03-06,owalker@example.com,07720402465,105 High Street,London,EC1A 1BB,owalker,F
LIB000498,Murray,William,CPL,PT,1997-04-18,wmurray@example.com,07717356234,62 High Street,Bradford,BD1 1AA,wmurray,M
LIB000499,Cooper,Lucas,CPL,PT,1983-09-22,lcooper1@example.com,07793275520,85 Church Lane,Leicester,LE1 1AA,lcooper1,M
LIB000500,Williams,James,CPL,PT,2004-04-13,jwilliams1@example.com,07726514597,146 Brook Street,Cardiff,CF1 1AA,jwilliams1,M
